id,Name,type,lat,lon,demand
145,Maravilla Elementary School,shelter,14.2058366,121.4190216,30
146,Masapang ES,shelter,14.1915135,121.3376398,30
147,Masaya ES,shelter,14.1438869,121.2728451,30
148,Masico ES,shelter,14.2068556,121.3799725,30
149,Masiit ES,shelter,14.16108,121.3056523,30
150,Matalatala ES,shelter,14.4172772,121.4104162,30
151,Matikiw ES,shelter,14.3518221,121.3886585,30
152,Maulawin ES,shelter,14.269711,121.4543258,30
153,Maunong Elementary School,shelter,14.16870556,121.1544167,30
154,Mayapa Elementary School,shelter,14.21131389,121.1273583,30
155,Mayondon Elementary School,shelter,14.1882712,121.2385534,30
156,Maytalang I ES,shelter,14.28906377,121.4581772,30
157,Milagrosa Elementary School,shelter,14.17574167,121.1370833,30
158,Mojon ES,shelter,14.2099427,121.3988406,30
159,Nagcarlan Senior High School,shelter,14.1852285,121.3976363,30
160,Nanguma ES,shelter,14.4451908,121.421267,30
161,Nicolas L. Galvez Memorial Integrated National ...,shelter,14.18840915,121.2830123,30
162,Novaliches ES,shelter,14.1110115,121.4557775,30
163,Numero ES,shelter,14.4228948,121.400811,30
164,Oogong ES,shelter,14.2236745,121.398801,30
165,P. Rizal ES (Putho ES),shelter,14.15240633,121.2514041,30
166,"PAGCOR Multipurpose Evacuation Center - City of Cabuyao, Laguna",shelter,14.255151,121.1460689,30
167,PHILIPPINE HIGH SCHOOL FOR THE ARTS,shelter,14.1535244,121.2162351,30
168,PONCIANO ALZONA ELEMENTARY SCHOOL,shelter,14.0581566,121.2303829,30
169,Paagahan ES,shelter,14.4421994,121.4004957,30
170,Paang Bundok ES,shelter,14.4624826,121.4022629,30
171,Paciano Rizal ES,shelter,14.2168755,121.1368061,30
172,Pag-asa Elementary School,shelter,14.1341361,121.4335309,30
173,Pagalangan ES,shelter,14.236148,121.3334761,30
174,Pagsanjan Integrated National High School,shelter,14.28045089,121.4514482,30
175,Pagsawitan ES,shelter,14.2651032,121.4250538,30
176,Pakil ES,shelter,14.3796814,121.4779718,30
177,Palasan ES,shelter,14.2546148,121.4202347,30
178,Paliparan ES,shelter,14.1193286,121.2876566,30
179,Palo Alto Elementary School,shelter,14.18476944,121.1070139,30
180,Pao-O ES Main,shelter,14.54561793,121.4203329,30
181,Pao-o ES Annex,shelter,14.5227293,121.4198052,30
182,Papatahan ES,shelter,14.3648768,121.5511174,30
183,Parian Elementary School,shelter,14.21419722,121.1515111,30
184,Patimbao ES,shelter,14.2723385,121.4168866,30
185,Perez ES,shelter,14.1049304,121.2695454,30
186,Pila ES,shelter,14.2348039,121.3656923,30
187,Pila Senior High School,shelter,14.24981897,121.3605609,30
188,Plaridel Elementary School,shelter,14.1141014,121.4168375,30
189,Platon Elementary School,shelter,14.0689895,121.3308322,30
190,Pook ES,shelter,14.2552487,121.3692573,30
191,Prinza ES,shelter,14.2008885,121.1404546,30
192,Puting Lupa Elementary School,shelter,14.15314722,121.1622583,30
193,Puypuy ES,shelter,14.1594933,121.2735657,30
194,Real Elementary School,shelter,14.19850556,121.1491583,30
195,Regional Evacuation Center Santa Rosa,shelter,14.3144346,121.1060441,30
196,Rizal ES,shelter,14.1115671,121.3911364,30
197,SAN BENITO NATIONAL HIGH SCHOOL,shelter,14.19820567,121.3192887,30
198,SITIO MAGALOLON ES,shelter,14.3076563,121.5442091,30
199,Sampaloc ES,shelter,14.2696393,121.4444762,30
200,San Anton Elementary School,shelter,14.0645109,121.3246288,30
201,San Antonio ES,shelter,14.3670345,121.054972,30
202,San Antonio Integrated National High School,shelter,14.3246914,121.5303707,30
203,San Benito ES,shelter,14.0632985,121.2735469,30
204,San Felix ES,shelter,14.20682492,121.3371042,30
205,San Francisco ES,shelter,14.0594215,121.3282282,30
206,San Francisco Integrated National High School,shelter,14.21297217,121.3438013,30
207,San Isidro ES,shelter,14.3421082,121.0232496,30
208,San Jose ES,shelter,14.073467,121.3491415,30
209,San Juan Elementary School,shelter,14.21678889,121.1757889,30
210,San Lucas I Elementary School,shelter,14.0842093,121.3252588,30
211,San Miguel ES,shelter,14.048134,121.3056965,30
212,San Pablo City Multi Purpose Evacuation Center,shelter,14.0414821,121.3257595,30
213,San Roque Elementary School,shelter,14.3665396,121.0620821,30
214,San Roque National High School,shelter,14.2261377,121.3226161,30
215,San Salvador ES,shelter,14.2166545,121.48866,30
216,San Vicente Elementary School,shelter,14.0152694,121.3377446,30
217,Santa Catalina Elementary School,shelter,14.120867,121.341318,30
218,Santa Lucia ES,shelter,14.1795292,121.4085311,30
219,Santa Maria ES,shelter,14.0281332,121.3127165,30
220,Santa Maria Magdalena Elementary School,shelter,14.094923,121.3072965,30
221,Santa Monica Elementary School,shelter,14.0553117,121.2963849,30
222,Santa Rosa ES,shelter,14.0433901,121.2491086,30
223,Santisima Cruz ES,shelter,14.2879318,121.4120777,30
224,Santo Angel Central Elementary School,shelter,14.2849518,121.4084636,30
225,Santo Angel Sur ES,shelter,14.2811626,121.4111755,30
226,Santo Niño Elementary School,shelter,14.0450131,121.3561392,30
227,Santo Tomas ES,shelter,14.1660685,121.3384015,30
228,Silangan ES,shelter,14.284265,121.4180449,30
229,Siniloan Integrated National High School,shelter,14.4139404,121.4469511,30
230,Sinipian ES,shelter,14.1152326,121.4311306,30
231,Sisilmin ES,shelter,14.24469811,121.52146,30
232,Sitio Kalayaan ES,shelter,14.3386968,121.5289495,30
233,St. Therese School Calamba,shelter,14.17978333,121.1997833,30
234,Sta. Catalina NHS Ext. (Bakia-Botocan ),shelter,14.1511431,121.4928361,30
235,Sta. Maria Integrated High School,shelter,14.47017282,121.4241648,30
236,Sto Domingo ES,shelter,14.22945105,121.0485857,30
237,Sto. Tomas Integrated High School,shelter,14.16836565,121.3491195,30
238,Suba ES,shelter,14.1662746,121.4529562,30
239,Suba NHS,shelter,14.1745241,121.4435724,30
240,Sulib ES,shelter,14.4048469,121.463772,30
241,T. Daguinsin ES (San Roque ES),shelter,14.07631024,121.3107311,30
242,T.C. Dator MES (Pulong Dayap ES),shelter,14.19125831,121.3257378,30
243,Tadlac Elementary School,shelter,14.1800229,121.2094874,30
244,Tagumpay ES,shelter,14.1934091,121.2912918,30
245,Talangan ES,shelter,14.1436437,121.4137936,30
246,Talangka ES,shelter,14.4743492,121.4326334,30
247,Talaongan East ES,shelter,14.2796151,121.5369821,30
248,Taytay-Malaya ES,shelter,14.110154,121.4144528,30
249,Tranca ES,shelter,14.1325221,121.2623998,30
250,Tubuan ES,shelter,14.2322267,121.3491875,30
251,Tungkod ES,shelter,14.4919882,121.4077837,30
252,Turbina Elementary School,shelter,14.18310278,121.1343222,30
253,Unson Elementary School,shelter,14.2413647,121.4334649,30
254,Uwiasan Performance Stage (School theater),shelter,14.23230833,121.1751556,30
255,Wakat ES,shelter,14.1798776,121.351847,30
256,YUKOS ELEMENTARY SCHOOL,shelter,14.1323406,121.4130937,30
257,Yukos ES - Annex,shelter,14.1382644,121.4104996,30
258,Santa Rosa City Hall,depot,14.31474729,121.112456,0
259,Calamba City Hall,depot,14.19395498,121.1600157,0
260,Los Baños Municpal Hall,depot,14.17713793,121.2220052,0
261,Liliw Municpal Hall,depot,14.13084729,121.4360131,0
262,Pila Municipal Hall,depot,14.23510601,121.3639662,0
263,Magdalena Municipal Hall,depot,14.2001052,121.4294783,0
264,Nagcarlan Municipall Hall,depot,14.13328412,121.415131,0
265,San Pablo City Hall,depot,14.07452948,121.3246272,0
266,Majayjay Municipal Hall,depot,14.1467227,121.4706729,0
267,Luisiana Municpal Hall,depot,14.18545931,121.5095631,0
268,Cavinti Municpal Hall,depot,14.24543888,121.5072197,0
269,Santa Cruz Municpal Hall,depot,14.28187312,121.4145618,0
270,Lumban Municipal Hall,depot,14.29711158,121.4593985,0
271,Kalayaan Municpal Hall,depot,14.32766194,121.4803031,0
272,Pangil Municpal Hall,depot,14.40270579,121.4684808,0
273,New Siniloan Municpal Hall,depot,14.42432412,121.4412595,0
274,Mabitac Municipal Hall,depot,14.44453243,121.4234888,0
275,Santa Maria Municpal Hall,depot,14.47110378,121.4224101,0
276,Cabuyao City Hall,depot,14.27336592,121.1240044,0
277,Alaminos City Hall,depot,14.06534832,121.2464988,0
278,Pagsanjan Municipal Hall,depot,14.27248538,121.4557509,0
279,Biñan City Hall,depot,14.3151543,121.0796303,0
280,Calauan City Hall,depot,14.14663824,121.3146893,0
281,San Pedro City Hall,depot,14.36293837,121.0603647,0
